client_number;entity_number;is_first
1255278;17338;False
1411060;17340;True
1411351;17344;True
1411448;17345;True
1411545;17346;True
1411642;17347;True
1411933;17259;True
1412030;17349;True
1409993;17321;True
1409993;15937;False
1409993;17351;False
1412321;17353;True
1412418;17354;True
1412515;17355;True
1412612;17356;True
1412709;17357;True
1412806;17358;True
1413097;17360;True
1413291;17363;True
1263620;15639;True
1263620;17216;False
1413388;17364;True
1413582;11095;True
1413679;17367;True
1413776;17368;True
1413873;17369;True
1414261;17373;True
1414358;17374;True
1414455;17375;True
1414552;17376;True
1414649;17377;True
1414746;11732;True
1414843;17378;True
1414940;11663;True
1415037;17379;True
1415231;17381;True
1415328;17382;True
1415425;17383;True
1415522;17384;True
1415619;17385;True
1415716;17386;True
1415813;17387;True
1415910;17388;True
1416007;17389;True
1416104;17390;True
1416298;17391;True
1416492;17393;True
1416589;17394;True
1416686;17395;True
1416783;17396;True
1416880;17397;True
1416977;17398;True
1417074;17399;True
1417171;17400;True
1417268;17401;True
1417365;17402;True
1417462;17403;True
1417559;17404;True
1417656;17332;True
1417656;17405;False
1417753;17406;True
1417850;17407;True
1417947;17408;True
1418044;17409;True
1418141;17410;True
1418238;17411;True
1418335;17412;True
1418529;17414;True
1418723;17416;True
1418723;17417;False
1418820;6753;True
1418917;17418;True
1419111;17419;True
1419208;17421;True
1419305;17422;True
1419402;17423;True
1419596;17424;True
1419693;17425;True
1419790;17426;True
1419887;17427;True
1419984;17428;True
1420081;12573;True
1420178;17429;True
783664;10059;True
783664;10061;False
1420469;17434;True
1420566;17435;True
1420760;17437;True
1420857;17438;True
1420954;17439;True
1420954;17440;False
1421051;17442;True
1421148;17443;True
1421245;17445;True
1421342;17444;True
1420275;17432;True
1420275;5774;False
1403688;17242;True
1403688;3062;False
997937;9392;True
997937;12579;False
997937;13572;False
1409023;17307;True
1409023;9435;False
1409023;6346;False
1409023;9434;False
1409023;1675;False
1313090;16207;True
1313090;17393;False
1421633;17449;True
1421827;17451;True
1422021;17453;True
1364306;16821;True
1422118;17454;True
1422215;17455;True
1422312;17456;True
1422409;17457;True
863883;10966;True
863883;15299;False
1302129;16073;True
1302129;17336;False
1408247;17296;True
1408247;6188;False
1408247;17459;False
1422603;17460;True
1422797;17461;True
1422894;17462;True
1422991;17463;True
1423088;17464;True
1423185;15364;True
1423282;17465;True
1423282;17466;False
1423476;17468;True
1423670;17470;True
1420663;17436;True
1420663;17087;False
1420663;17471;False
1423767;17472;True
1423864;17473;True
1423961;17474;True
1424058;17476;True
1424155;17477;True
1424252;17478;True
1424349;17479;True
1424349;12587;False
1424446;7379;True
1424543;2262;True
1424640;17481;True
1424737;11721;True
1424737;17483;False
1424931;17484;True
1425028;17485;True
1425125;17486;True
1425125;11894;False
1425125;17487;False
1425319;17490;True
1425513;17492;True
1425610;17493;True
1426095;17498;True
1426192;17499;True
1426289;17500;True
1426483;12610;True
1426580;1458;True
1426580;17502;False
1426677;17503;True
1426968;9945;True
1427162;11388;True
1427259;17506;True
1427356;17507;True
1427453;17508;True
1427550;17509;True
1427744;17512;True
1427744;17513;False
1427841;17514;True
1427938;17515;True
1428035;17516;True
1428035;17517;False
1428132;17518;True
1428326;17520;True
1428423;17521;True
1428520;17522;True
1428617;17523;True
1428714;17524;True
1428811;17525;True
1428811;14321;False
1428908;17526;True
1429005;11684;True
1429102;17527;True
1429393;17530;True
1429393;17531;False
1429587;17533;True
1425804;17495;True
1425804;17534;False
1425804;17535;False
1429684;17536;True
1429781;17537;True
1429878;17539;True
1429975;17540;True
1430072;17543;True
1430169;17544;True
1430363;17546;True
1430460;17547;True
1430557;17548;True
1430654;17549;True
1430751;17550;True
1430848;17551;True
1430945;17552;True
1431042;17553;True
1431042;2496;False
683657;8836;True
683657;17555;False
1424834;17482;True
1424834;17488;False
1431333;17557;True
1431430;17558;True
1431527;17559;True
1431624;17561;True
1431721;17560;True
1431818;17563;True
1432012;17565;True
1432012;17566;False
1432206;11410;True
1432303;17568;True
1432497;17569;True
1432594;17570;True
1432691;17571;True
1432885;17573;True
1432982;17574;True
1432982;15654;False
1433079;17575;True
1433176;17576;True
1433176;17416;False
135607;1908;True
135607;1909;False
135607;17577;False
1433273;17578;True
1433273;17579;False
1433467;17584;True
1034797;13021;True
1034797;13022;False
1034797;17585;False
1433564;17586;True
1433661;17587;True
453961;5974;True
1433758;17588;True
1433855;17589;True
1433952;17590;True
1433952;17591;False
1434049;17592;True
1434146;17593;True
1434243;17594;True
1434437;17597;True
1434534;17599;True
495477;6465;True
495477;4382;False
1434825;17602;True
1292041;15957;True
1292041;17603;False
1434922;17604;True
1435019;17605;True
1435116;17606;True
1435310;17608;True
1435213;17607;True
1435213;2859;False
1435407;17610;True
1435504;17611;True
1435795;17613;True
1436086;17621;True
1436183;17622;True
1436183;17623;False
739626;9517;True
739626;17624;False
1434631;17600;True
1434631;17625;False
1436280;17626;True
1436377;17627;True
1436668;17629;True
1436765;17631;True
1436862;17632;True
1437153;17635;True
1437250;17636;True
1437444;17638;True
1437541;17639;True
1437638;17640;True
1437735;17641;True
1437832;17577;True
1438026;17645;True
1438123;17646;True
1438220;17647;True
1438414;17650;True
1254405;15539;True
1254405;17649;False
1438511;17651;True
1438608;17652;True
1438802;17654;True
1411836;17332;True
1411836;17656;False
1439190;17659;True
1439287;17660;True
1439578;17662;True
1439578;17661;False
730993;9404;True
730993;17663;False
1391854;17116;True
1391854;17665;False
1439675;17666;True
1439772;17667;True
1439869;17668;True
1440063;17670;True
1440160;17671;True
1364694;16824;True
1364694;17672;False
1440257;17673;True
1440354;17674;True
1440451;17675;True
1440548;17676;True
1440645;17677;True
1440742;17678;True
1440936;17680;True
1441033;17681;True
1441130;17683;True
1388168;17078;True
1388168;1898;False
1441324;17686;True
1441421;17687;True
1441421;17688;False
1441518;17689;True
1441518;17690;False
1441615;17691;True
1441712;17692;True
617697;8027;True
1441809;17693;True
201955;2795;True
201955;2431;False
1143340;14264;True
1143340;14265;False
1143340;16518;False
1441906;17694;True
1442003;17695;True
1442294;17696;True
1442294;15935;False
1442391;17697;True
1442391;17698;False
1442391;3061;False
1442585;17700;True
1442585;11877;False
1442779;17702;True
1442779;17703;False
1442876;17704;True
1442973;5699;True
1442973;17705;False
1443070;17706;True
1443070;17707;False
1443167;17708;True
1264105;15644;True
1443264;17709;True
1443361;17710;True
1443458;17711;True
1443555;17712;True
1443555;2599;False
1443846;17715;True
1367895;16677;True
1367895;863;False
1443943;1392;True
1444040;17716;True
1444137;17717;True
1444234;13840;True
1444428;17722;True
1444428;17721;False
1444525;17724;True
1444622;17723;True
1369835;16873;True
1369835;17725;False
1444719;17726;True
1444719;17727;False
1444913;17729;True
1444913;17731;False
1445204;17734;True
1445204;14458;False
1445398;17735;True
746125;9601;True
746125;17736;False
1445495;17737;True
1445592;17738;True
499163;6509;True
499163;17740;False
1445786;17741;True
1409314;17312;True
1409314;4099;False
1445883;17742;True
1445980;17743;True
1446174;17745;True
1446174;17746;False
1446271;17747;True
1446271;17748;False
1446368;17749;True
1446562;17752;True
1446562;17753;False
1446659;17754;True
1446756;17755;True
1446853;17756;True
1446077;17744;True
1446077;17762;False
1446077;700;False
1447532;17767;True
1447532;17768;False
1447629;17769;True
1447726;17770;True
1447823;14324;True
1448114;17773;True
1448114;17774;False
1448308;17776;True
1448405;4228;True
1448502;17777;True
1448696;17778;True
1448890;17780;True
1448890;17781;False
1448987;17782;True
1449084;17783;True
1449084;17784;False
1449181;17785;True
1449181;17672;False
1449278;17786;True
1449375;17787;True
1449569;17789;True
1449666;17790;True
1449666;4134;False
1315224;16233;True
1315224;17794;False
1041005;13092;True
1041005;17795;False
1450054;17796;True
1450151;17797;True
1450248;17798;True
1450442;5899;True
1450442;17800;False
1450539;17801;True
1450539;17802;False
1450636;17803;True
902489;11422;True
902489;17804;False
1450733;8522;True
1450830;17805;True
1450927;17806;True
1451024;17807;True
1451509;17812;True
1451606;17813;True
1451703;17814;True
1452091;17820;True
1452188;17821;True
1452479;17824;True
1452576;17825;True
1452770;17828;True
1452964;17833;True
1452964;17834;False
1453061;17835;True
1442682;17701;True
1442682;17836;False
1453255;17838;True
1453449;17841;True
1453546;17842;True
1453643;17845;True
423988;5606;True
423988;17846;False
1453740;17847;True
1453740;17849;False
1414164;17371;True
1414164;17850;False
383830;5119;True
383830;17343;False
383830;17852;False
383830;17853;False
1453934;17854;True
1454128;17855;True
1454225;17856;True
1454322;17857;True
1454322;17858;False
1454516;17860;True
1454613;17861;True
1454613;17862;False
1454807;17864;True
1454710;17863;True
1454710;2450;False
1454710;8380;False
1454710;17865;False
1454904;17866;True
1455098;17867;True
1455195;17868;True
1455389;17870;True
1455583;17873;True
1455680;12372;True
1455680;17874;False
1455874;17876;True
1455971;17878;True
1456068;17879;True
1453837;17848;True
1453837;17880;False
1439093;17658;True
1439093;17264;False
1456165;17881;True
1456262;17883;True
1456262;3410;False
1456359;17884;True
1456456;17885;True
1456650;17887;True
1456553;17886;True
1456553;3410;False
1456941;17890;True
1457038;17891;True
1457135;17892;True
1457329;17894;True
1457426;17895;True
1457523;17896;True
1457620;17897;True
1457717;17899;True
1457717;17900;False
1457814;17901;True
1457911;17902;True
1458105;17904;True
1458202;17906;True
1458493;17907;True
1458590;17908;True
1458687;17909;True
1458784;17910;True
1458881;17911;True
1458978;17912;True
1459075;17913;True
1459172;17914;True
1459269;17915;True
1459366;17916;True
1459463;17917;True
1459754;10618;True
1459754;17920;False
653781;8460;True
653781;17921;False
1459851;17922;True
317676;4352;True
317676;17925;False
1437929;17643;True
1437929;17644;False
1437929;17926;False
1460045;17927;True
1460142;17821;True
1460433;17930;True
1460627;17932;True
1460724;17933;True
1460821;17934;True
1460918;17935;True
1461112;17937;True
1461209;17938;True
1461306;17939;True
1461403;17940;True
1461597;17942;True
1461694;17941;True
1461694;17943;False
1461791;17944;True
1461985;17946;True
1343839;16576;True
1343839;10126;False
1462179;17948;True
1462373;17950;True
1462470;17951;True
1462567;17952;True
1462664;13760;True
1462761;17953;True
1462858;17954;True
1462955;17955;True
1463052;17956;True
1463149;9491;True
1463246;17957;True
1463343;17958;True
1463440;17959;True
1463537;17960;True
1463634;17961;True
1463731;17962;True
1463828;17963;True
1463925;17964;True
1464022;17965;True
1464022;17966;False
1464216;17968;True
1464410;17971;True
1464507;17972;True
1464507;17973;False
1464604;16752;True
1464798;17974;True
1464895;17976;True
1464992;17977;True
1465089;17978;True
1465089;17979;False
1465477;17984;True
1465477;1639;False
1465477;1640;False
1465380;17983;True
1465380;1639;False
1465380;1640;False
1445107;17733;True
1445107;17985;False
1465574;17986;True
1465671;17987;True
1465768;17507;True
1465768;17072;False
1466059;17989;True
1466156;17990;True
1425222;17489;True
1425222;17991;False
1466350;17993;True
1396607;17167;True
1396607;1788;False
1466447;17994;True
1466544;17996;True
1466641;17997;True
1466738;17998;True
1466835;17999;True
1467029;18001;True
1467029;18002;False
1467126;18003;True
1467320;18005;True
1467417;18006;True
1467611;18008;True
1467805;18011;True
1467805;2964;False
1467902;18012;True
1468096;18013;True
1468193;18014;True
1468290;18015;True
1468387;18016;True
1468484;18017;True
1468678;18019;True
1440839;17679;True
1440839;18020;False
1468969;18025;True
1469066;18026;True
1469260;18028;True
1469357;18029;True
1469454;18030;True
1469551;18031;True
1469648;18032;True
1469745;18033;True
1469842;18034;True
1469939;18035;True
1470036;18036;True
1162352;14492;True
1162352;18037;False
1470133;16598;True
1470230;18042;True
1470230;18043;False
1470327;18044;True
1470424;18046;True
1470521;18048;True
1470618;18047;True
1470715;18049;True
1470812;18050;True
708198;3508;True
708198;11658;False
1470909;18051;True
1471006;18052;True
1471103;18053;True
1471297;18054;True
1471394;18055;True
1471491;18056;True
1471588;18058;True
1471685;18060;True
1471685;18061;False
1471685;18062;False
1471782;18063;True
1471976;18066;True
1472073;18067;True
1472170;18068;True
1472267;18069;True
1472364;18070;True
1472461;18071;True
1472558;18072;True
1472558;18073;False
1472655;18074;True
1472655;18075;False
1472752;18076;True
1472849;18077;True
1472946;18078;True
1473043;18079;True
1473140;18080;True
1473237;18081;True
1473334;18082;True
1473528;18084;True
1473625;18085;True
1473722;18086;True
1473819;18087;True
1473916;18088;True
1474013;18089;True
1473431;5119;True
1473431;17343;False
1473431;17852;False
1473431;17853;False
1473431;18083;False
1474207;18092;True
1474110;18091;True
1474110;17343;False
1474110;17852;False
1474110;17853;False
1474110;18095;False
1474304;5119;True
1474304;17343;False
1474304;17852;False
1474304;17853;False
1474304;18096;False
1474498;18098;True
1474595;18099;True
1474692;18102;True
1474789;18103;True
1474886;18104;True
1474983;18105;True
1475080;18106;True
1475177;18107;True
1475274;18108;True
1475371;18109;True
1475468;18110;True
1475662;18111;True
1475759;18112;True
1475856;18113;True
942550;11892;True
942550;12231;False
942550;18114;False
1475953;18115;True
1476050;18116;True
1476147;18117;True
1476244;18118;True
1476341;18119;True
1476438;18120;True
1476535;18121;True
1476632;18122;True
105343;1491;True
105343;12516;False
105343;18123;False
1476826;18125;True
1476923;18126;True
1477020;18127;True
1477117;18128;True
147053;2062;True
147053;18129;False
1477214;18130;True
1477311;18131;True
1477408;198;True
1477505;18132;True
1477796;18134;True
1477893;18135;True
1477990;18136;True
1478087;18137;True
1478184;18138;True
1478378;18140;True
1478475;18141;True
1478572;18142;True
1478669;18143;True
1478766;18144;True
1479057;18147;True
1479154;18149;True
1479251;18150;True
1479445;18153;True
1479542;18154;True
1479639;18156;True
1479736;18157;True
1479833;18148;True
1479930;18158;True
1480027;18159;True
1480124;18160;True
1480221;18161;True
1480318;18162;True
1480512;18164;True
1480609;18165;True
1108420;13862;True
1108420;18167;False
1108420;18166;False
1108420;11838;False
1480706;18168;True
1480803;18169;True
1202219;14924;True
1481094;18171;True
1481191;18172;True
1481579;18176;True
1481676;18177;True
1481773;18178;True
1481870;18179;True
1482064;18181;True
1482161;18182;True
1482161;18183;False
1482258;18191;True
1482452;3366;True
1482549;18194;True
1482646;18195;True
1482840;18197;True
1482840;18198;False
1482937;18199;True
1482937;11926;False
1482937;310;False
1482937;18201;False
1483131;18203;True
1483131;5736;False
1483325;18205;True
1483422;18206;True
1483519;16754;True
1483616;18207;True
1481482;18175;True
1481482;18105;False
1481288;18173;True
1481288;18105;False
1481385;18174;True
1481385;18105;False
581128;7566;True
1483810;18209;True
1483907;18210;True
1484004;18211;True
1484295;18214;True
1225402;15187;True
1225402;18216;False
1484392;18217;True
1484489;18215;True
1246257;15438;True
1246257;18219;False
1484586;18218;True
1484683;18220;True
1484780;18221;True
1484877;18222;True
1485168;18226;True
1485265;18225;True
1485265;18227;False
1485362;18228;True
1485459;18229;True
1485556;18230;True
1485556;18231;False
1485653;18232;True
1485750;18233;True
1476729;18124;True
1486041;2459;True
1486138;18236;True
314281;4302;True
314281;18239;False
1486526;18241;True
1486720;8883;True
1486914;18244;True
1487108;18247;True
1487205;18248;True
1487302;18249;True
1487496;18250;True
1487593;18252;True
1487690;18253;True
1487787;18255;True
1487884;18257;True
1487981;18256;True
1487981;18258;False
1488078;5136;True
1488369;18261;True
1488563;18263;True
1488757;18268;True
606736;7883;True
606736;19;False
1488854;18269;True
1488854;18270;False
1488951;18271;True
1489048;18272;True
1489242;18273;True
1489242;18230;False
1489242;18231;False
1489630;18278;True
1489727;18279;True
1489921;17475;True
1489436;8322;True
1489436;18276;False
1489436;8320;False
1489436;18275;False
1490018;18281;True
1490115;18282;True
1490115;18283;False
1490212;18284;True
1490309;18285;True
1490697;18289;True
1490794;18290;True
1490988;18292;True
1491182;18294;True
1491279;16948;True
1491279;18295;False
1491376;18296;True
1491570;18298;True
1491764;18300;True
1491861;18301;True
1492055;18302;True
1492249;18304;True
1492346;18306;True
1490406;18286;True
1490406;18307;False
1490406;11929;False
1447435;17766;True
1447435;18309;False
1447435;18310;False
1492443;18312;True
1492443;18313;False
1492443;18311;False
1492540;18314;True
1492540;18315;False
767465;6871;True
767465;18317;False
1492734;18321;True
1492831;18320;True
1492928;18322;True
1493025;18323;True
1493219;18328;True
1493413;18330;True
1493510;16961;True
1493995;18335;True
1494092;18336;True
1494189;18337;True
1493898;13952;True
1493898;18338;False
1494286;18339;True
1494383;18340;True
337755;4613;True
337755;4617;False
337755;4618;False
337755;4619;False
337755;4620;False
337755;4621;False
337755;18341;False
1459560;17918;True
1459560;18342;False
1459560;5625;False
1448017;17772;True
1448017;18343;False
1448017;12027;False
1494480;18344;True
1494577;18345;True
1494577;18264;False
1494674;18346;True
1494771;18347;True
1494965;18349;True
1243832;15414;True
1243832;18350;False
1495062;18351;True
415743;5514;True
415743;18352;False
1495159;18353;True
1495353;18355;True
41129;612;True
41129;4348;False
41129;3280;False
1495450;18357;True
1495450;18358;False
1495547;18360;True
1008316;12717;True
1008316;18361;False
1495644;18362;True
1495741;18363;True
1495838;18364;True
1495935;18365;True
1496032;18366;True
1496226;18040;True
1496323;18368;True
1496420;17762;True
1496711;18371;True
1496808;18372;True
1496905;18373;True
1496905;16399;False
1496905;2576;False
1497002;18374;True
1497196;18375;True
1497293;18376;True
1497390;18377;True
1497487;10398;True
1497584;18378;True
1497681;18379;True
1497778;18380;True
1497972;18382;True
1498069;18383;True
1498166;18384;True
1498263;18385;True
1498360;18386;True
1498457;18387;True
1498651;18389;True
1195041;14848;True
1195041;18390;False
1498748;18391;True
1498845;18392;True
1498942;18393;True
1499039;18394;True
1499039;18395;False
1499136;18396;True
1499233;18397;True
1499330;18398;True
1499427;18399;True
1499524;18400;True
1498554;18388;True
1498554;10929;False
1499815;18406;True
1499912;18407;True
1500009;18408;True
1500106;18409;True
1500203;18410;True
1426386;17501;True
1426386;18411;False
1500397;18412;True
1500494;18413;True
1500591;18414;True
278003;3829;True
278003;9061;False
278003;14146;False
1438705;17653;True
1438705;18415;False
1500688;18404;True
1500785;18416;True
1500979;1482;True
1501076;18418;True
1501076;345;False
1501173;18419;True
1501270;18420;True
1501561;18423;True
1501658;18425;True
1501755;18424;True
1501755;18426;False
1501852;18427;True
1501949;18428;True
1502046;18429;True
1502143;18430;True
1502240;18431;True
1502337;18433;True
1502434;18432;True
1502434;345;False
1502434;18434;False
1502628;18438;True
1502919;18442;True
1502919;3370;False
1502919;17653;False
1373812;16920;True
1373812;18443;False
1503016;18444;True
1503113;11926;True
1503210;17817;True
1503307;18445;True
1503404;11760;True
1503598;18446;True
1503695;18447;True
1503792;18448;True
1503889;18449;True
1503986;18450;True
1504083;18451;True
1504180;18452;True
1504277;18453;True
1504374;18454;True
1504568;18457;True
1504762;18459;True
1504859;18461;True
1504956;18462;True
1505053;18463;True
1505150;18464;True
1505247;18465;True
1505441;255;True
1505538;18467;True
1505635;18468;True
1505635;18469;False
1505732;18470;True
1505829;18471;True
1506023;18474;True
1506120;18475;True
1506217;18477;True
1506314;18478;True
1506411;8404;True
1506508;3514;True
1506605;18481;True
1506702;18483;True
1506896;18482;True
1506896;9395;False
1506993;18484;True
1507090;18485;True
1507090;18486;False
1507187;18487;True
1507187;7780;False
911510;11520;True
911510;3191;False
1507284;18488;True
1507381;8432;True
1507381;16217;False
205253;2833;True
978828;12337;True
978828;18489;False
1507575;18491;True
1507672;18492;True
1507769;18493;True
1507866;18494;True
1507963;18495;True
1508060;18496;True
1508157;18497;True
1508254;18498;True
1508351;18499;True
1447047;17759;True
1447047;17760;False
1508448;18500;True
1508545;18501;True
1330744;16429;True
1330744;18502;False
1508642;18503;True
721584;9290;True
721584;13992;False
1508739;18504;True
1508739;1810;False
1508739;1706;False
1508836;18505;True
1508836;8;False
1508836;13;False
1508933;18506;True
1509127;18508;True
1509224;18509;True
1373230;16909;True
1373230;18510;False
1509030;18507;True
1509030;16340;False
1509321;18511;True
1509321;1766;False
1509321;9;False
1509418;18513;True
1509515;18514;True
1509709;18516;True
1509903;18518;True
1509903;11435;False
1510097;18519;True
1510291;18520;True
1510388;18522;True
1510485;18524;True
1510582;18525;True
1510679;18526;True
1510776;18527;True
1510873;18528;True
1510970;18529;True
1511067;18530;True
1499621;18401;True
1499621;18402;False
1499621;18403;False
1499621;18404;False
1511164;18531;True
1511261;18532;True
1511455;18535;True
1511649;18537;True
1511746;18538;True
1511843;18540;True
1509806;18517;True
1509806;18541;False
1511940;18542;True
1512134;18544;True
1512134;16824;False
1512231;18545;True
1512910;18553;True
1513007;18554;True
1513104;18555;True
1504471;18455;True
1513298;18556;True
1512328;18546;True
1512328;13070;False
1512425;18547;True
1512425;13070;False
1513492;18558;True
1513589;18559;True
1513880;18563;True
1513977;15483;True
1514268;3405;True
1514268;6526;False
1514365;18566;True
1514462;18567;True
1514559;18568;True
1514656;18569;True
1514850;18571;True
1514947;18521;True
1515141;18573;True
1515238;18574;True
1515335;18575;True
1515432;18576;True
1515529;18577;True
1515626;18578;True
1513783;18517;True
1513783;18562;False
1513783;17994;False
1513783;17691;False
1515723;18579;True
1515820;18580;True
1516014;18582;True
1516305;18586;True
1516402;18587;True
1516693;18589;True
1516887;18591;True
1517081;18593;True
1517178;18594;True
1517275;18595;True
1295339;8690;True
1295339;57;False
1295339;15286;False
1517372;18596;True
600237;7794;True
600237;13647;False
1517469;18597;True
1517566;17351;True
1517663;18598;True
1517760;18599;True
1517954;18601;True
1518051;18602;True
1518148;18603;True
1518245;18604;True
1518439;18606;True
1518633;18608;True
1518730;18609;True
1518730;1011;False
1518827;18610;True
1518924;18611;True
1519021;18612;True
1519118;18613;True
1519215;18614;True
1519312;18615;True
1519409;18616;True
1512037;18543;True
1512037;10165;False
1425707;17494;True
1425707;18617;False
1519506;18618;True
1519603;18619;True
1519894;18620;True
1520088;18624;True
1520088;3223;False
1520185;18625;True
1520379;18627;True
1520476;7860;True
1520573;18628;True
1520670;18629;True
1520767;18630;True
1520864;18632;True
1520961;18633;True
919755;11610;True
919755;18636;False
1521252;18637;True
1521349;18638;True
1521349;18639;False
1521543;18641;True
1521543;18642;False
1478960;18146;True
1478960;18623;False
1521640;18643;True
1521446;18640;True
1521446;18644;False
1521737;18645;True
1522028;18649;True
1522319;18654;True
1522513;18657;True
1522610;18658;True
1522707;18659;True
1522707;18660;False
1522804;18661;True
1522998;18662;True
1523095;18663;True
1523192;16472;True
1523289;18664;True
1521155;18635;True
1521155;18648;False
1523386;18665;True
1523483;18666;True
1523483;18667;False
504983;16410;True
504983;4188;False
1521058;18634;True
1521058;6201;False
1521058;2808;False
1523580;18670;True
1516790;18590;True
1516790;18589;False
1523677;18671;True
1523774;18672;True
1523871;18673;True
1524065;18675;True
1468872;18023;True
1468872;18024;False
1468872;18676;False
1524162;18677;True
1403494;17240;True
1403494;18656;False
1524259;18678;True
1524453;18680;True
1524550;18681;True
1524647;18682;True
1524841;18684;True
1524938;18685;True
1525035;18686;True
1525132;9307;True
1525229;8775;True
1525229;18689;False
1525326;18690;True
1525423;18691;True
1525617;18693;True
1525714;18694;True
1525908;18696;True
1526102;18698;True
1526296;18699;True
1526393;2153;True
1526490;18700;True
1526587;18701;True
1526587;18702;False
1526684;13234;True
1526684;18703;False
1526781;18704;True
881925;11179;True
881925;14845;False
1526878;18707;True
1526975;18708;True
1527072;18709;True
1527169;18710;True
1527266;18711;True
1527363;18712;True
1527363;13116;False
1513395;18557;True
1513395;15876;False
942453;11891;True
1527751;18717;True
1527848;18718;True
1527945;18719;True
1528042;18720;True
1528139;18721;True
1528236;18722;True
1528333;18723;True
1528430;18724;True
1528721;18727;True
1528818;18728;True
1528915;18729;True
1529012;18731;True
1392727;17124;True
1529109;18732;True
1529206;18733;True
1529303;18734;True
1529497;18735;True
1529594;18736;True
1529691;18737;True
1529885;18740;True
1530176;18743;True
1530273;18744;True
1530370;18745;True
1530467;18746;True
1530661;18748;True
1530758;18749;True
1530952;18751;True
1531049;18752;True
1531243;18753;True
1531340;18754;True
1531437;18755;True
1531534;18756;True
1531631;18759;True
1531728;18761;True
1531825;18762;True
1531922;18763;True
1531922;18764;False
1532019;18765;True
1532213;18767;True
1532310;18768;True
1532407;18769;True
1532795;18771;True
1532795;18772;False
1532892;18773;True
1532989;18774;True
1533183;7892;True
1533183;17903;False
1533280;18776;True
1533377;18777;True
1533474;18778;True
1533571;18779;True
1533668;18780;True
1533862;18782;True
1533959;18783;True
1527654;5991;True
1534153;18785;True
1489145;12293;True
1489145;12292;False
1534250;18786;True
1534444;18788;True
1534541;18789;True
1534832;18793;True
1534929;18794;True
1535220;18797;True
1535220;18798;False
1535317;18799;True
1522125;18650;True
1522125;1699;False
1522125;18560;False
1532698;18770;True
1532698;18800;False
113394;1604;True
113394;18801;False
1535414;18804;True
1535511;18805;True
1535608;18806;True
1535996;18808;True
521667;6784;True
521667;1890;False
1536384;18803;True
1536578;8205;True
1536578;14310;False
1536675;18813;True
1536869;18816;True
1536966;18820;True
1537160;18823;True
1537160;18824;False
1537257;18825;True
1447338;17765;True
1447338;18828;False
1537451;18829;True
1537451;18830;False
1537742;18834;True
1537742;15092;False
1537742;14351;False
1537936;18836;True
1538033;18837;True
1538130;18838;True
1538130;18839;False
873195;11080;True
873195;18840;False
1538227;18841;True
1538324;18842;True
1538324;18843;False
1538518;18845;True
1538809;18848;True
1538906;18849;True
1539003;18850;True
1539197;18852;True
1539294;18851;True
1539391;18853;True
1539682;18856;True
1539779;18857;True
1539876;18858;True
1539973;18859;True
1540070;18860;True
1540167;18861;True
1540264;18862;True
1540361;18864;True
1540555;18866;True
1540652;18868;True
1540749;18865;True
1540749;18867;False
1460336;17929;True
1460336;18869;False
1540846;18870;True
1540846;18871;False
1540943;18872;True
1541137;18874;True
1541331;18876;True
1541428;18877;True
1541525;18878;True
1541719;18879;True
1541816;18880;True
1541913;18881;True
1542010;18884;True
1542107;18885;True
1542204;18886;True
1542398;18887;True
1542689;18890;True
1542786;18891;True
1542883;18892;True
1542980;18893;True
1543077;18894;True
333778;1664;True
333778;1665;False
333778;1666;False
333778;3191;False
333778;3192;False
333778;4557;False
1543174;18896;True
1543271;18897;True
1543368;12431;True
1543562;18899;True
1543659;18900;True
1408829;3950;True
1543853;18902;True
717316;9234;True
717316;6188;False
1543950;18904;True
1544144;18906;True
1544241;18907;True
1544338;11929;True
1544435;18908;True
450760;17625;True
1544047;18905;True
1544047;18909;False
1544532;18910;True
1544629;18911;True
1544726;18912;True
1544823;18913;True
1544920;18914;True
1535026;18795;True
1535026;18915;False
1535026;9760;False
1545017;18916;True
1545114;18177;True
1545211;18917;True
1545308;18918;True
1545405;18919;True
1545502;18920;True
1545793;18923;True
1545890;18925;True
1545987;18926;True
1546084;18924;True
1546181;18929;True
1546278;18927;True
1546278;18928;False
1546278;18930;False
1546375;18931;True
1546472;18932;True
1546569;18933;True
1546666;18934;True
1546860;18936;True
1546957;18937;True
1547054;18919;True
1547151;18765;True
1547248;18938;True
1547345;18939;True
1547442;18940;True
1547539;18492;True
1547636;18920;True
1547830;18943;True
1548121;18946;True
1548315;18948;True
1548412;18949;True
1548606;18950;True
1548606;18952;False
1548703;18953;True
1548897;18954;True
1548994;1899;True
1549091;18956;True
1549285;18957;True
1549382;18958;True
1549479;18960;True
1549576;18961;True
1549770;18963;True
1549770;18964;False
1549867;18965;True
1549867;11894;False
1549964;18966;True
1550061;18967;True
1550158;18968;True
1550255;18969;True
1550352;18970;True
1550449;18971;True
1550546;18972;True
1550643;18973;True
1550740;18974;True
1550837;18975;True
1550934;18976;True
1551031;18977;True
1551128;18978;True
1551225;18979;True
1551322;18980;True
1551419;18981;True
1551516;18982;True
1551613;18983;True
1551710;18984;True
1551807;18985;True
1547927;18944;True
1547927;18986;False
1552098;18988;True
1202316;14926;True
1202316;3061;False
1202316;16523;False
1552195;18989;True
1552292;18990;True
1552389;18991;True
1552583;18993;True
1552680;18994;True
1552777;18995;True
1551904;18987;True
1551904;18996;False
1552874;18997;True
1552971;18998;True
